Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
427.296,0.1,0.0,0.0,0.0,0.0,0.0
427.545,0.1,0.0,0.0,0.0,0.0,0.0
427.795,0.1,0.0,0.0,0.0,0.0,0.0
428.046,0.1,0.0,0.0,0.0,0.0,0.0
428.296,0.1,0.0,0.0,0.0,0.0,0.0
428.545,0.1,0.0,0.0,0.0,0.0,0.0
428.805,0.1,0.0,0.0,0.0,0.0,0.0
429.045,0.1,0.0,0.0,0.0,0.0,0.0
429.295,0.1,0.0,0.0,0.0,0.0,0.0
429.546,0.1,0.0,0.0,0.0,0.0,0.0
429.796,0.1,0.0,0.0,0.0,0.0,0.0
430.046,0.1,0.0,0.0,0.0,0.0,0.0
430.296,0.1,0.0,0.0,0.0,0.0,0.0
430.545,0.1,0.0,0.0,0.0,0.0,0.0
430.795,0.1,0.0,0.0,0.0,0.0,0.0
431.045,0.1,0.0,0.0,0.0,0.0,0.0
431.295,0.1,0.0,0.0,0.0,0.0,0.0
431.546,0.1,0.0,0.0,0.0,0.0,0.0
431.795,0.1,0.0,0.0,0.0,0.0,0.0
432.045,0.1,0.0,0.0,0.0,0.0,0.0
432.295,0.1,0.0,0.0,0.0,0.0,0.0
432.546,0.1,0.0,0.0,0.0,0.0,0.0
432.796,0.1,0.0,0.0,0.0,0.0,0.0
433.046,0.1,0.0,0.0,0.0,0.0,0.0
433.295,0.1,0.0,0.0,0.0,0.0,0.0
433.545,0.1,0.0,0.0,0.0,0.0,0.0
433.796,0.1,0.0,0.0,0.0,0.0,0.0
434.046,0.1,0.0,0.0,0.0,0.0,0.0
434.295,0.1,0.0,0.0,0.0,0.0,0.0
434.545,0.1,0.0,0.0,0.0,0.0,0.0
434.795,0.1,0.0,0.0,0.0,0.0,0.0
435.045,0.1,0.0,0.0,0.0,0.0,0.0
435.295,0.1,0.0,0.0,0.0,0.0,0.0
435.546,0.1,0.0,0.0,0.0,0.0,0.0
435.796,0.1,0.0,0.0,0.0,0.0,0.0
436.045,0.1,0.0,0.0,0.0,0.0,0.0
436.296,0.1,0.0,0.0,0.0,0.0,0.0
436.546,0.1,0.0,0.0,0.0,0.0,0.0
436.795,0.1,0.0,0.0,0.0,0.0,0.0
437.045,0.1,0.0,0.0,0.0,0.0,0.0
437.296,0.1,0.0,0.0,0.0,0.0,0.0
437.545,0.1,0.0,0.0,0.0,0.0,0.0
437.795,0.1,0.0,0.0,0.0,0.0,0.0
438.046,0.1,0.0,0.0,0.0,0.0,0.0
438.295,0.1,0.0,0.0,0.0,0.0,0.0
438.545,0.1,0.0,0.0,0.0,0.0,0.0
438.796,0.1,0.0,0.0,0.0,0.0,0.0
439.046,0.1,0.0,0.0,0.0,0.0,0.0
439.295,0.1,0.0,0.0,0.0,0.0,0.0
439.548,0.1,0.0,0.0,0.0,0.0,0.0
439.795,0.1,0.0,0.0,0.0,0.0,0.0
440.045,0.1,0.0,0.0,0.0,0.0,0.0
440.295,0.1,0.0,0.0,0.0,0.0,0.0
440.545,0.1,0.0,0.0,0.0,0.0,0.0
440.795,0.1,0.0,0.0,0.0,0.0,0.0
441.045,0.1,0.0,0.0,0.0,0.0,0.0
441.296,0.1,0.0,0.0,0.0,0.0,0.0
441.545,0.1,0.0,0.0,0.0,0.0,0.0
441.796,0.1,0.0,0.0,0.0,0.0,0.0
442.046,0.1,0.0,0.0,0.0,0.0,0.0
442.296,0.1,0.0,0.0,0.0,0.0,0.0
442.545,0.1,0.0,0.0,0.0,0.0,0.0
442.795,0.1,0.0,0.0,0.0,0.0,0.0
443.046,0.1,0.0,0.0,0.0,0.0,0.0
443.295,0.1,0.0,0.0,0.0,0.0,0.0
443.545,0.1,0.0,0.0,0.0,0.0,0.0
443.796,0.1,0.0,0.0,0.0,0.0,0.0
444.045,0.1,0.0,0.0,0.0,0.0,0.0
444.295,0.1,0.0,0.0,0.0,0.0,0.0
444.545,0.1,0.0,0.0,0.0,0.0,0.0
444.796,0.1,0.0,0.0,0.0,0.0,0.0
445.045,0.1,0.0,0.0,0.0,0.0,0.0
445.295,0.1,0.0,0.0,0.0,0.0,0.0
445.545,0.1,0.0,0.0,0.0,0.0,0.0
445.796,0.1,0.0,0.0,0.0,0.0,0.0
446.046,0.1,0.0,0.0,0.0,0.0,0.0
446.295,0.1,0.0,0.0,0.0,0.0,0.0
446.545,0.1,0.0,0.0,0.0,0.0,0.0
446.795,0.1,0.0,0.0,0.0,0.0,0.0
447.045,0.1,0.0,0.0,0.0,0.0,0.0
447.295,0.1,0.0,0.0,0.0,0.0,0.0
447.545,0.1,0.0,0.0,0.0,0.0,0.0
447.795,0.1,0.0,0.0,0.0,0.0,0.0
448.045,0.1,0.0,0.0,0.0,0.0,0.0
448.295,0.1,0.0,0.0,0.0,0.0,0.0
448.546,0.1,0.0,0.0,0.0,0.0,0.0
448.796,0.1,0.0,0.0,0.0,0.0,0.0
449.045,0.1,0.0,0.0,0.0,0.0,0.0
449.295,0.1,0.0,0.0,0.0,0.0,0.0
449.545,0.1,0.0,0.0,0.0,0.0,0.0
449.796,0.1,0.0,0.0,0.0,0.0,0.0
450.045,0.1,0.0,0.0,0.0,0.0,0.0
450.295,0.1,0.0,0.0,0.0,0.0,0.0
450.546,0.1,0.0,0.0,0.0,0.0,0.0
450.796,0.1,0.0,0.0,0.0,0.0,0.0
451.046,0.1,0.0,0.0,0.0,0.0,0.0
451.296,0.0,0.0,0.0,0.0,0.0,-0.1
451.545,0.1,0.0,0.0,0.0,0.0,0.0
451.796,0.1,0.0,0.0,0.0,0.0,0.0
452.045,0.1,0.0,0.0,0.0,0.0,0.0
452.295,0.1,0.0,0.0,0.0,0.0,0.0
452.545,0.1,0.0,0.0,0.0,0.0,0.0
452.795,0.1,0.0,0.0,0.0,0.0,0.0
453.045,0.1,0.0,0.0,0.0,0.0,0.0
453.296,0.1,0.0,0.0,0.0,0.0,0.0
453.546,0.1,0.0,0.0,0.0,0.0,0.0
453.796,0.1,0.0,0.0,0.0,0.0,0.0
454.045,0.0,0.0,0.0,0.0,0.0,-0.1
454.295,0.0,0.0,0.0,0.0,0.0,-0.1
454.546,0.1,0.0,0.0,0.0,0.0,0.0
454.796,0.1,0.0,0.0,0.0,0.0,0.0
455.046,0.1,0.0,0.0,0.0,0.0,0.0
455.295,0.1,0.0,0.0,0.0,0.0,0.0
455.545,0.1,0.0,0.0,0.0,0.0,0.0
455.795,0.1,0.0,0.0,0.0,0.0,0.0
456.045,0.1,0.0,0.0,0.0,0.0,0.0
456.295,0.1,0.0,0.0,0.0,0.0,0.0
456.545,0.1,0.0,0.0,0.0,0.0,0.0
456.795,0.1,0.0,0.0,0.0,0.0,0.0
457.046,0.1,0.0,0.0,0.0,0.0,0.0
457.295,0.1,0.0,0.0,0.0,0.0,0.0
457.545,0.1,0.0,0.0,0.0,0.0,0.0
457.796,0.1,0.0,0.0,0.0,0.0,0.0
458.046,0.1,0.0,0.0,0.0,0.0,0.0
458.295,0.1,0.0,0.0,0.0,0.0,0.0
458.545,0.1,0.0,0.0,0.0,0.0,0.0
458.795,0.1,0.0,0.0,0.0,0.0,0.0
459.045,0.1,0.0,0.0,0.0,0.0,0.0
459.295,0.1,0.0,0.0,0.0,0.0,0.0
459.545,0.1,0.0,0.0,0.0,0.0,0.0
459.795,0.1,0.0,0.0,0.0,0.0,0.0
460.045,0.1,0.0,0.0,0.0,0.0,0.0
460.296,0.1,0.0,0.0,0.0,0.0,0.0
460.545,0.1,0.0,0.0,0.0,0.0,0.0
460.795,0.1,0.0,0.0,0.0,0.0,0.0
461.045,0.1,0.0,0.0,0.0,0.0,0.0
461.295,0.1,0.0,0.0,0.0,0.0,0.0
461.546,0.1,0.0,0.0,0.0,0.0,0.0
461.795,0.1,0.0,0.0,0.0,0.0,0.0
462.045,0.1,0.0,0.0,0.0,0.0,0.0
462.296,0.1,0.0,0.0,0.0,0.0,0.0
462.545,0.1,0.0,0.0,0.0,0.0,0.0
462.795,0.1,0.0,0.0,0.0,0.0,0.0
463.045,0.1,0.0,0.0,0.0,0.0,0.0
463.296,0.1,0.0,0.0,0.0,0.0,0.0
463.546,0.1,0.0,0.0,0.0,0.0,0.0
463.795,0.1,0.0,0.0,0.0,0.0,0.0
464.045,0.1,0.0,0.0,0.0,0.0,0.0
464.324,0.1,0.0,0.0,0.0,0.0,0.0
464.545,0.1,0.0,0.0,0.0,0.0,0.0
464.795,0.1,0.0,0.0,0.0,0.0,0.0
465.046,0.1,0.0,0.0,0.0,0.0,0.0
465.295,0.1,0.0,0.0,0.0,0.0,0.0
465.545,0.1,0.0,0.0,0.0,0.0,0.0
465.795,0.1,0.0,0.0,0.0,0.0,0.0
466.045,0.1,0.0,0.0,0.0,0.0,0.0
466.295,0.1,0.0,0.0,0.0,0.0,0.0
466.546,0.1,0.0,0.0,0.0,0.0,0.0
466.795,0.1,0.0,0.0,0.0,0.0,0.0
467.045,0.1,0.0,0.0,0.0,0.0,0.0
467.296,0.1,0.0,0.0,0.0,0.0,0.0
467.545,0.1,0.0,0.0,0.0,0.0,0.0
467.795,0.1,0.0,0.0,0.0,0.0,0.0
468.045,0.1,0.0,0.0,0.0,0.0,0.0
468.295,0.0,0.0,0.0,0.0,0.0,-0.1
468.545,0.1,0.0,0.0,0.0,0.0,0.0
468.796,0.1,0.0,0.0,0.0,0.0,0.0
469.045,0.1,0.0,0.0,0.0,0.0,0.0
469.295,0.1,0.0,0.0,0.0,0.0,0.0
469.545,0.1,0.0,0.0,0.0,0.0,0.0
469.795,0.1,0.0,0.0,0.0,0.0,0.0
470.045,0.1,0.0,0.0,0.0,0.0,0.0
470.295,0.1,0.0,0.0,0.0,0.0,0.0
470.545,0.1,0.0,0.0,0.0,0.0,0.0
470.795,0.0,0.0,0.0,0.0,0.0,-0.1
471.046,0.1,0.0,0.0,0.0,0.0,0.0
471.295,0.1,0.0,0.0,0.0,0.0,0.0
471.545,0.0,0.0,0.0,0.0,0.0,-0.1
471.795,0.1,0.0,0.0,0.0,0.0,0.0
472.045,0.1,0.0,0.0,0.0,0.0,0.0
472.295,0.1,0.0,0.0,0.0,0.0,0.0
472.545,0.1,0.0,0.0,0.0,0.0,0.0
472.796,0.1,0.0,0.0,0.0,0.0,0.0
473.046,0.1,0.0,0.0,0.0,0.0,0.0
473.296,0.1,0.0,0.0,0.0,0.0,0.0
473.545,0.0,0.0,0.0,0.0,0.0,-0.1
473.797,0.1,0.0,0.0,0.0,0.0,0.0
474.045,0.1,0.0,0.0,0.0,0.0,0.0
474.296,0.1,0.0,0.0,0.0,0.0,0.0
474.546,0.1,0.0,0.0,0.0,0.0,0.0
474.795,0.1,0.0,0.0,0.0,0.0,0.0
475.045,0.0,0.0,0.0,0.0,0.0,-0.1
475.295,0.1,0.0,0.0,0.0,0.0,0.0
475.545,0.1,0.0,0.0,0.0,0.0,0.0
475.796,0.1,0.0,0.0,0.0,0.0,0.0
476.045,0.1,0.0,0.0,0.0,0.0,0.0
476.295,0.0,0.0,0.0,0.0,0.0,-0.1
476.545,0.1,0.0,0.0,0.0,0.0,0.0
476.795,0.1,0.0,0.0,0.0,0.0,0.0
477.045,0.1,0.0,0.0,0.0,0.0,0.0
477.296,0.1,0.0,0.0,0.0,0.0,0.0
477.545,0.0,0.0,0.0,0.0,0.0,-0.1
477.795,0.1,0.0,0.0,0.0,0.0,0.0
478.045,0.1,0.0,0.0,0.0,0.0,0.0
478.295,0.1,0.0,0.0,0.0,0.0,0.0
478.545,0.1,0.0,0.0,0.0,0.0,0.0
478.795,0.1,0.0,0.0,0.0,0.0,0.0
479.046,0.1,0.0,0.0,0.0,0.0,0.0
479.295,0.1,0.0,0.0,0.0,0.0,0.0
479.545,0.0,0.0,0.0,0.0,0.0,-0.1
479.796,0.0,0.0,0.0,0.0,0.0,-0.1
480.048,0.1,0.0,0.0,0.0,0.0,0.0
480.295,0.1,0.0,0.0,0.0,0.0,0.0
480.545,0.1,0.0,0.0,0.0,0.0,0.0
480.795,0.1,0.0,0.0,0.0,0.0,0.0
481.045,0.1,0.0,0.0,0.0,0.0,0.0
481.298,0.1,0.0,0.0,0.0,0.0,0.0
481.546,0.1,0.0,0.0,0.0,0.0,0.0
481.795,0.1,0.0,0.0,0.0,0.0,0.0
482.045,0.1,0.0,0.0,0.0,0.0,0.0
482.295,0.1,0.0,0.0,0.0,0.0,0.0
482.545,0.1,0.0,0.0,0.0,0.0,0.0
482.795,0.1,0.0,0.0,0.0,0.0,0.0
483.045,0.1,0.0,0.0,0.0,0.0,0.0
483.295,0.1,0.0,0.0,0.0,0.0,0.0
483.545,0.1,0.0,0.0,0.0,0.0,0.0
483.795,0.1,0.0,0.0,0.0,0.0,0.0
484.045,0.1,0.0,0.0,0.0,0.0,0.0
484.296,0.1,0.0,0.0,0.0,0.0,0.0
484.543,0.1,0.0,0.0,0.0,0.0,0.0
484.795,0.1,0.0,0.0,0.0,0.0,0.0
485.045,0.1,0.0,0.0,0.0,0.0,0.0
485.295,0.1,0.0,0.0,0.0,0.0,0.0
485.545,0.1,0.0,0.0,0.0,0.0,0.0
485.795,0.1,0.0,0.0,0.0,0.0,0.0
486.045,0.1,0.0,0.0,0.0,0.0,0.0
486.295,0.1,0.0,0.0,0.0,0.0,0.0
486.546,0.1,0.0,0.0,0.0,0.0,0.0
486.796,0.1,0.0,0.0,0.0,0.0,0.0
487.045,0.1,0.0,0.0,0.0,0.0,0.0
487.295,0.1,0.0,0.0,0.0,0.0,0.0
487.545,0.1,0.0,0.0,0.0,0.0,0.0
487.795,0.1,0.0,0.0,0.0,0.0,0.0
488.045,0.1,0.0,0.0,0.0,0.0,0.0
488.295,0.1,0.0,0.0,0.0,0.0,0.0
488.546,0.1,0.0,0.0,0.0,0.0,0.0
488.796,0.1,0.0,0.0,0.0,0.0,0.0
489.045,0.1,0.0,0.0,0.0,0.0,0.0
489.295,0.1,0.0,0.0,0.0,0.0,0.0
489.545,0.1,0.0,0.0,0.0,0.0,0.0
489.795,0.1,0.0,0.0,0.0,0.0,0.0
490.046,0.1,0.0,0.0,0.0,0.0,0.0
490.295,0.1,0.0,0.0,0.0,0.0,0.0
490.545,0.1,0.0,0.0,0.0,0.0,0.0
490.795,0.1,0.0,0.0,0.0,0.0,0.0
491.045,0.1,0.0,0.0,0.0,0.0,0.0
491.295,0.1,0.0,0.0,0.0,0.0,0.0
491.545,0.1,0.0,0.0,0.0,0.0,0.0
491.795,0.1,0.0,0.0,0.0,0.0,0.0
492.045,0.1,0.0,0.0,0.0,0.0,0.0
492.295,0.1,0.0,0.0,0.0,0.0,0.0
492.545,0.1,0.0,0.0,0.0,0.0,0.0
492.795,0.1,0.0,0.0,0.0,0.0,0.0
493.046,0.1,0.0,0.0,0.0,0.0,0.0
493.296,0.1,0.0,0.0,0.0,0.0,0.0
493.545,0.1,0.0,0.0,0.0,0.0,0.0
493.795,0.1,0.0,0.0,0.0,0.0,0.0
494.045,0.1,0.0,0.0,0.0,0.0,0.0
494.295,0.1,0.0,0.0,0.0,0.0,0.0
494.545,0.1,0.0,0.0,0.0,0.0,0.0
494.795,0.1,0.0,0.0,0.0,0.0,0.0
495.045,0.1,0.0,0.0,0.0,0.0,0.0
495.295,0.1,0.0,0.0,0.0,0.0,0.0
495.545,0.1,0.0,0.0,0.0,0.0,0.0
495.795,0.1,0.0,0.0,0.0,0.0,0.0
496.045,0.1,0.0,0.0,0.0,0.0,0.0
496.295,0.1,0.0,0.0,0.0,0.0,0.0
496.545,0.1,0.0,0.0,0.0,0.0,0.0
496.795,0.1,0.0,0.0,0.0,0.0,0.0
497.046,0.1,0.0,0.0,0.0,0.0,0.0
497.296,0.1,0.0,0.0,0.0,0.0,0.0
497.545,0.1,0.0,0.0,0.0,0.0,0.0
497.795,0.1,0.0,0.0,0.0,0.0,0.0
498.045,0.1,0.0,0.0,0.0,0.0,0.0
498.295,0.1,0.0,0.0,0.0,0.0,0.0
498.545,0.1,0.0,0.0,0.0,0.0,0.0
498.795,0.1,0.0,0.0,0.0,0.0,0.0
499.045,0.1,0.0,0.0,0.0,0.0,0.0
499.295,0.1,0.0,0.0,0.0,0.0,0.0
499.545,0.1,0.0,0.0,0.0,0.0,0.0
499.797,0.1,0.0,0.0,0.0,0.0,0.0
500.045,0.1,0.0,0.0,0.0,0.0,0.0
500.295,0.1,0.0,0.0,0.0,0.0,0.0
500.545,0.1,0.0,0.0,0.0,0.0,0.0
500.795,0.1,0.0,0.0,0.0,0.0,0.0
501.045,0.1,0.0,0.0,0.0,0.0,0.0
501.296,0.1,0.0,0.0,0.0,0.0,0.0
501.546,0.1,0.0,0.0,0.0,0.0,0.0
501.796,0.1,0.0,0.0,0.0,0.0,0.0
502.045,0.1,0.0,0.0,0.0,0.0,0.0
502.295,0.1,0.0,0.0,0.0,0.0,0.0
502.545,0.1,0.0,0.0,0.0,0.0,0.0
502.795,0.1,0.0,0.0,0.0,0.0,0.0
503.046,0.1,0.0,0.0,0.0,0.0,0.0
503.296,0.1,0.0,0.0,0.0,0.0,0.0
503.545,0.1,0.0,0.0,0.0,0.0,0.0
