Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
402.5,20115,402,500000000,base,-3.9242966145460945e-05,-0.00212824516823333,-0.04157285900780965,0.9991332075486281,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.011763263665571637,0.017927312056813915,-0.008928099272074322,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.040482096701640054,0.003175529517123096,9.801591808309333,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.52,20116,402,520000000,base,-3.931628291822499e-05,-0.00212849069448871,-0.041572851453459195,0.9991332073370507,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.007020959046820897,0.0075153598342749695,-0.002536592568862331,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.047420101746648624,0.0020382992624356873,9.801999746224531,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.54,20117,402,540000000,base,-3.925500928842997e-05,-0.0021284446453797043,-0.04157284417104381,0.9991332077405725,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.00030677405455823087,0.004635580790902778,-0.0064975119299926,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.05613456498241188,0.009660977202235679,9.794992382156561,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.56,20118,402,560000000,base,-3.9204243399943185e-05,-0.002128233776572523,-0.04157283685148047,0.9991332084963146,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,-0.003966482483582512,0.006574170122635517,0.003024230614393127,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.044478583222524036,0.001052562876437519,9.81490779560919,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.58,20119,402,580000000,base,-3.92522565083413e-05,-0.002128198786273004,-0.04157282933020838,0.9991332088819127,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.006805756158295308,0.009364518500480645,-0.005776401127260902,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04061762070393838,-0.0018814769176262762,9.80341866960724,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.6,20120,402,600000000,base,-3.9048316398304254e-05,-0.002128229797075114,-0.041572822371836564,0.9991332091133791,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.0020605470232143734,0.0010571685760265687,-0.009354350675410787,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04244192088725102,0.003863946763835789,9.811812356138502,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.62,20121,402,620000000,base,-3.905330082267415e-05,-0.0021283013384172144,-0.04157281495651251,0.9991332092693367,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,-0.002024234981363183,0.010512862568686542,0.005421127096630564,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.039250821306593894,0.011333660942479043,9.80726275498981,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.64,20122,402,640000000,base,-3.916662922459735e-05,-0.0021281803302470297,-0.041572807285554236,0.9991332098418385,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,-0.006411899752551879,-0.004502770535027295,0.0016549169464544248,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0394585005018885,2.2047428513952052e-05,9.809556722162268,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.66,20123,402,660000000,base,-3.9338399665685416e-05,-0.002128200197861133,-0.04157279949883256,0.999133210116768,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.009809565531310335,0.0015701800239892704,-0.0011695366958822955,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04213955180395961,0.00396597849142385,9.801704376704896,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.68,20124,402,680000000,base,-3.9359506991076224e-05,-0.0021282395622105074,-0.041572792047229475,0.9991332103421409,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.004733593871432586,0.007677561389324147,0.00414665477842096,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0436149953482277,0.003656105266057823,9.805088295684937,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.7,20125,402,700000000,base,-3.930656725501867e-05,-0.0021281157369019525,-0.041572784745311994,0.9991332109118004,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.006710673094357421,0.007036236993715696,-0.0045421951263779825,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04832566645991221,0.0019350734478958298,9.807437802615008,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.72,20126,402,720000000,base,-3.9236712914517115e-05,-0.002128218953681299,-0.041572777501689896,0.9991332109960915,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.003814759006201396,-0.0028524486530226915,0.00503487420256769,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04032722712398104,-0.002972987653742733,9.812626597184664,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.74,20127,402,740000000,base,-3.926662055342074e-05,-0.0021283588043781933,-0.041572770041790275,0.9991332110074135,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.0009611808034155507,0.00031205941474276005,0.004778300343389712,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.04728435389547993,0.004688053357479989,9.80010895423566,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
402.76,20128,402,760000000,base,-3.915455616528987e-05,-0.002128318629100509,-0.041572762880050275,0.9991332113953838,2.6030820491461885e-07,0.0,0.0,0.0,2.6030820491461885e-07,0.0,0.0,0.0,0.0,0.0013423501937099686,0.009218175769132007,0.0010701818558751972,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05,0.041510109118335296,-0.006474644357273947,9.798418497184942,2.5e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,2.5e-05
